tender_num,tender_name,customer,price_rub,fz,is_tz,doc_name,doc_url,doc_size,docs_url
"0256100000426000022","Закупка работ по предоставлению права использования (простая (неисключительная) лицензия) на программу для ЭВМ Directum RX (или эквивалент) и по внедрению программного обеспечения для электронного документооборота на базе предоставленной неисключительной лицензии.","ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ ПЕРМСКОГО КРАЯ","11979287.33","44-ФЗ Открытый конкурс в электронной форме","no","Порядок оценки заявок по критериям","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=48D1EBCB24A2477E8405A58010DE7E97","","https://zakupki.gov.ru/epz/order/notice/ok20/view/documents.html?regNumber=0256100000426000022"
"0256100000426000022","Закупка работ по предоставлению права использования (простая (неисключительная) лицензия) на программу для ЭВМ Directum RX (или эквивалент) и по внедрению программного обеспечения для электронного документооборота на базе предоставленной неисключительной лицензии.","ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ ПЕРМСКОГО КРАЯ","11979287.33","44-ФЗ Открытый конкурс в электронной форме","no","Разъяснения положений извещения об ОКЭФ (запрос 1)","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=F1C40098E34642D185CEDD7AD82DE65E","","https://zakupki.gov.ru/epz/order/notice/ok20/view/documents.html?regNumber=0256100000426000022"
"0256100000426000022","Закупка работ по предоставлению права использования (простая (неисключительная) лицензия) на программу для ЭВМ Directum RX (или эквивалент) и по внедрению программного обеспечения для электронного документооборота на базе предоставленной неисключительной лицензии.","ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ ПЕРМСКОГО КРАЯ","11979287.33","44-ФЗ Открытый конкурс в электронной форме","no","Разъяснения положений извещения об ОКЭФ (запрос 2)","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=1F2A9B31C6D14C14A318E8514129060F","","https://zakupki.gov.ru/epz/order/notice/ok20/view/documents.html?regNumber=0256100000426000022"
"0206200000126000018","Оказание услуг по передаче Абонемента на сопровождение системы электронного документооборота «Тезис»","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ РЕСПУБЛИКИ КАРЕЛИЯ""","252000.00","44-ФЗ Запрос котировок в электронной форме","yes","Приложение №1 Описание объекта закупки","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=1A99D269402241B081BE77DC11888788","","https://zakupki.gov.ru/epz/order/notice/zk20/view/documents.html?regNumber=0206200000126000018"
"0206200000126000018","Оказание услуг по передаче Абонемента на сопровождение системы электронного документооборота «Тезис»","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ РЕСПУБЛИКИ КАРЕЛИЯ""","252000.00","44-ФЗ Запрос котировок в электронной форме","no","Приложение №4 Н(М)ЦК","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=7795D0C798444ACB81BBF78774896C98","","https://zakupki.gov.ru/epz/order/notice/zk20/view/documents.html?regNumber=0206200000126000018"
"0206200000126000018","Оказание услуг по передаче Абонемента на сопровождение системы электронного документооборота «Тезис»","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ РЕСПУБЛИКИ КАРЕЛИЯ""","252000.00","44-ФЗ Запрос котировок в электронной форме","no","Приложение №3 проект контракта 11 зк","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=25DC3429DF434534A320B1BECCA54B56","","https://zakupki.gov.ru/epz/order/notice/zk20/view/documents.html?regNumber=0206200000126000018"
"0206200000126000018","Оказание услуг по передаче Абонемента на сопровождение системы электронного документооборота «Тезис»","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ РЕСПУБЛИКИ КАРЕЛИЯ""","252000.00","44-ФЗ Запрос котировок в электронной форме","no","Приложение №2 Требования к содержанию, составу заявки на участие в закупке","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=DA1CFE0BFF954855936DFA45A9C200E6","","https://zakupki.gov.ru/epz/order/notice/zk20/view/documents.html?regNumber=0206200000126000018"
"0173100006426000190","Оказание услуг по техническому сопровождению программ для ЭВМ «Автоматизированная система секретного делопроизводства, документооборота и допускной работы»","МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ","1773333.33","44-ФЗ Электронный аукцион","no","Приложение № 2 НМЦК","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=EB9FF1927B5D4F66AD1AEC582893CC29","","https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0173100006426000190"
"0173100006426000190","Оказание услуг по техническому сопровождению программ для ЭВМ «Автоматизированная система секретного делопроизводства, документооборота и допускной работы»","МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ","1773333.33","44-ФЗ Электронный аукцион","no","Приложение № 4 ГК","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=B18425D785CF4BDBA2F93409119666AC","","https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0173100006426000190"
"0173100006426000190","Оказание услуг по техническому сопровождению программ для ЭВМ «Автоматизированная система секретного делопроизводства, документооборота и допускной работы»","МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ","1773333.33","44-ФЗ Электронный аукцион","no","Приложение № 1 ООЗ","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=6D947158DF2E49E18E5E1EECF1E5EBBF","","https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0173100006426000190"
"0173100006426000190","Оказание услуг по техническому сопровождению программ для ЭВМ «Автоматизированная система секретного делопроизводства, документооборота и допускной работы»","МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ","1773333.33","44-ФЗ Электронный аукцион","no","Приложение № 3 Требования к заявке","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=5E8419C5B4EA452AB7FF2319BF870A28","","https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0173100006426000190"
"0173100006426000190","Оказание услуг по техническому сопровождению программ для ЭВМ «Автоматизированная система секретного делопроизводства, документооборота и допускной работы»","МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ","1773333.33","44-ФЗ Электронный аукцион","no","Электронный документ, полученный из внешней системы","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=1C6B4DDF3F4946CFBAEADECE1FA8E418","","https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0173100006426000190"
"0122100010226000008","Информационно технологическое сопровождение системы СЭД ""Дело""","УПРАВЛЕНИЕ МИНИСТЕРСТВА КУЛЬТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СИБИРСКОМУ И ДАЛЬНЕВОСТОЧНОМУ ФЕДЕРАЛЬНЫМ ОКРУГАМ","204580.00","44-ФЗ Электронный аукцион","yes","Описание объекта закупки","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=8218D0CE14554A908452C3917D6B2B15","","https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0122100010226000008"
"0122100010226000008","Информационно технологическое сопровождение системы СЭД ""Дело""","УПРАВЛЕНИЕ МИНИСТЕРСТВА КУЛЬТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СИБИРСКОМУ И ДАЛЬНЕВОСТОЧНОМУ ФЕДЕРАЛЬНЫМ ОКРУГАМ","204580.00","44-ФЗ Электронный аукцион","no","Проект контракта","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=518680353EDB4F869C9843FDFAD73FB2","","https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0122100010226000008"
"0122100010226000008","Информационно технологическое сопровождение системы СЭД ""Дело""","УПРАВЛЕНИЕ МИНИСТЕРСТВА КУЛЬТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СИБИРСКОМУ И ДАЛЬНЕВОСТОЧНОМУ ФЕДЕРАЛЬНЫМ ОКРУГАМ","204580.00","44-ФЗ Электронный аукцион","no","Требования к содержанию и составу заявки на участие в закупке услуг или работ","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=1528A26D19254460A733C25A37552ED1","","https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0122100010226000008"
"0122100010226000008","Информационно технологическое сопровождение системы СЭД ""Дело""","УПРАВЛЕНИЕ МИНИСТЕРСТВА КУЛЬТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СИБИРСКОМУ И ДАЛЬНЕВОСТОЧНОМУ ФЕДЕРАЛЬНЫМ ОКРУГАМ","204580.00","44-ФЗ Электронный аукцион","no","Обоснование НМЦК","https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=617CAF66FB0B48C1A9B3339B0F40BEFC","","https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0122100010226000008"
