tender_id,date,name,customer,category,region,price_rub,price_M,end_time,fz,groups,queries,sources,link
"84138894","22-05-2026","Выполнение проектных и изыскательских работ по объекту: «Реконструкция ФГБУ «Санаторий РОП РФ «Россия», г. Ялта""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""САНАТОРИЙ РАБОТНИКОВ ОРГАНОВ ПРОКУРАТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ""РОССИЯ""","Системная интеграция, оргтехника","Севастополь","25857146","25.9","17-06-2026","","smeta_profession","""сметчик""","documentation","https://www.tenderguru.ru/tender/84138894"
"84138896","22-05-2026","Выполнение проектных и изыскательских работ по объекту: «Реконструкция ФГБУ «Санаторий РОП РФ «Россия», г. Ялта""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""САНАТОРИЙ РАБОТНИКОВ ОРГАНОВ ПРОКУРАТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ""РОССИЯ""","Системная интеграция, оргтехника","Севастополь","25857146","25.9","17-06-2026","","smeta_service","""составление смет""","documentation","https://www.tenderguru.ru/tender/84138896"
"32615959717","28-04-2026","Выполнение изыскательских работ, разработка проектной документации, рабочей документации и на их основе составление сметы на строительство тепловой сети для подключения к системам теплоснабжения ПАО «МОЭК» объекта капитального строительства «Административно-офисный комплекс, расположенный по адресу: г. Москва, 2-я Магистральная ул., вл.3, кор. А», расположенного по адресу: г. Москва, ул. Магистральная 2-я, вл. 3, строение 1,3,4,6,7,9,10 с кадастровым номером: 77:01:0004044:2827 (26VP1317)","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ОБЪЕДИНЕННАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""","Строительство","Москва","25699870","25.7","07-05-2026","223","smeta_service","""составление смет""","search","https://www.tenderguru.ru/tender/93990901"
"84148775","22-05-2026","Выполнение проектно-изыскательских и строительно-монтажных работ «Строительство КЛ-6 кВ от ТП-1705 6/0,4 кВ 315 кВА и КЛ-6 кВ от ТП-1706 6/0,4 кВ 160 кВА с установкой новой 2КТП 6/0,4 кВ; строительство шести КЛ-0,4 кВ от вновь установленной 2КТП 6/0,4 кВ» Самарская область, г. Самара, р-н Железнодорожный, ул. Партизанская, к/н 63:01:0111004:1142","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРСКАЯ ЭЛЕКТРОСЕТЕВАЯ КОМПАНИЯ""","Системная интеграция, оргтехника","Самарская область","25143680","25.1","01-06-2026","","psd","""разработка ПСД""","documentation","https://www.tenderguru.ru/tender/84148775"
"84157625","22-05-2026","Выполнение проектно-изыскательских и строительно-монтажных работ «Строительство КЛ-6 кВ от ТП-1705 6/0,4 кВ 315 кВА и КЛ-6 кВ от ТП-1706 6/0,4 кВ 160 кВА с установкой новой 2КТП 6/0,4 кВ; строительство шести КЛ-0,4 кВ от вновь установленной 2КТП 6/0,4 кВ» Самарская область, г. Самара, р-н Железнодорожный, ул. Партизанская, к/н 63:01:0111004:1142","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРСКАЯ ЭЛЕКТРОСЕТЕВАЯ КОМПАНИЯ""","Системная интеграция, оргтехника","Самарская область","25143680","25.1","01-06-2026","","psd","""разработка ПСД""","documentation","https://www.tenderguru.ru/tender/84157625"
"84192684","22-05-2026","Выполнение проектно-изыскательских и строительно-монтажных работ «Строительство КЛ-6 кВ от ТП-1705 6/0,4 кВ 315 кВА и КЛ-6 кВ от ТП-1706 6/0,4 кВ 160 кВА с установкой новой 2КТП 6/0,4 кВ; строительство шести КЛ-0,4 кВ от вновь установленной 2КТП 6/0,4 кВ» Самарская область, г. Самара, р-н Железнодорожный, ул. Партизанская, к/н 63:01:0111004:1142","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРСКАЯ ЭЛЕКТРОСЕТЕВАЯ КОМПАНИЯ""","Системная интеграция, оргтехника","Самарская область","25143680","25.1","01-06-2026","","psd","""разработка ПСД""","documentation","https://www.tenderguru.ru/tender/84192684"
"83667335","08-05-2026","Разработка проекта ликвидации объекта «Полигон, Пермский край, Чайковский городской округ (Пермский край, на земельных участках с кадастровыми номерами 59:12:0000000:13347, 59:12:0000000:20605, 59:12:0000000:20606, в границах кадастрового квартала 59:12:0010576)» на основе ранее разработанной проектно-сметной документации.","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПЕРМСКОГО КРАЯ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","","Пермский край","25000000","25.0","28-05-2026","","smeta_software","""Адепт:Смета""; ""Адепт смета""","documentation","https://www.tenderguru.ru/tender/83667335"
"84170104","22-05-2026","Запросы цен по результатам предварительного отбора № 26-6026 на право заключения договора на проектирование и строительство ЛЭП 10/0,4 кВ и ТП 10/0,4 кВ в рамках исполнения договоров технологического присоединения заявителей в ПО ЮЭС Лот №148 для нужд филиала ПАО «Россети Сибирь» - «Кузбассэнерго-РЭС»","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СИБИРЬ""","Системная интеграция, оргтехника","Красноярский край","24924653","24.9","29-05-2026","","smeta_software; psd","""сметная программа""; ""разработка ПСД""","documentation","https://www.tenderguru.ru/tender/84170104"
"84223285","22-05-2026","Запросы цен по результатам предварительного отбора № 26-6026 на право заключения договора на проектирование и строительство ЛЭП 10/0,4 кВ и ТП 10/0,4 кВ в рамках исполнения договоров технологического присоединения заявителей в ПО ЮЭС Лот №148 для нужд филиала ПАО «Россети Сибирь» - «Кузбассэнерго-РЭС»","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СИБИРЬ""","Системная интеграция, оргтехника","Красноярский край","24924653","24.9","29-05-2026","","smeta_software; psd","""сметная программа""; ""разработка ПСД""","documentation","https://www.tenderguru.ru/tender/84223285"
"200200000022600029","27-01-2026","Электронный аукцион на оказание услуг или выполнение работ по капитальному ремонту общего имущества в многоквартирном доме","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД КАПИТАЛЬНОГО РЕМОНТА ОБЩЕГО ИМУЩЕСТВА В МНОГОКВАРТИРНЫХ ДОМАХ В РЕСПУБЛИКЕ БУРЯТИЯ""","Строительство","Башкортостан","24365831","24.4","04-02-2026","223","smeta_control","""экспертиза сметной стоимости""","search","https://www.tenderguru.ru/tender/91703483"
"204550000012600165","01-05-2026","Электронный аукцион на оказание услуг или выполнение работ по капитальному ремонту общего имущества в многоквартирном доме","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД КАПИТАЛЬНОГО РЕМОНТА МНОГОКВАРТИРНЫХ ДОМОВ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""","Строительство","Ленинградская область","24194556","24.2","14-05-2026","223","psd","""проектно-сметная документация""","search","https://www.tenderguru.ru/tender/94068430"
"0844300091626000020","20-05-2026","Услуги на ликвидацию объекта накопленного вреда окружающей среде ""Городская свалка мусора, расположенная в промышленной зоне г. Курчатова (Курская область)"" (биологический этап).","Муниципальное казенное учреждение ""Управление городского хозяйства г.Курчатова""","Услуги","Курская область","23952354","24.0","28-05-2026","44","psd","""проектно-сметная документация""","search","https://www.tenderguru.ru/tender/94414664"
"92042168","09-02-2026","Работы по капитальному ремонту (замене) четырех лифтов, расположенных в административных зданиях Генеральной прокуратуры Российской Федерации по адресам: г. Москва ул. Петровка, д.22, ул. Б. Дмитровка, д.17а","ГЕНЕРАЛЬНАЯ ПРОКУРАТУРА РОССИЙСКОЙ ФЕДЕРАЦИИ","Строительство","Москва","23620398","23.6","17-02-2026","","smeta_normative","""ФЕРы""","search","https://www.tenderguru.ru/tender/92042168"
"84147600","22-05-2026","Выполнение работ по сохранению объекта культурного наследия (Разработка проектной документации,выполнение работ по ремонту системы отопления).","КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ТВЕРСКОЙ ОБЛАСТИ","Системная интеграция, оргтехника","Тверская область","22862300","22.9","03-06-2026","","smeta_service","""составление смет""","documentation","https://www.tenderguru.ru/tender/84147600"
"026250000012600274","27-05-2026","Электронный аукцион на оказание услуг или выполнение работ по капитальному ремонту общего имущества в многоквартирном доме","РЕГИОНАЛЬНЫЙ ФОНД СОДЕЙСТВИЯ КАПИТАЛЬНОМУ РЕМОНТУ ОБЩЕГО ИМУЩЕСТВА В МНОГОКВАРТИРНЫХ ДОМАХ СВЕРДЛОВСКОЙ ОБЛАСТИ","Строительство","Свердловская область","22695874","22.7","03-06-2026","223","smeta_service","""сметная документация""","search","https://www.tenderguru.ru/tender/94589963"
"84223316","22-05-2026","Запросы цен по результатам предварительного отбора № 26-6024 на право заключения договора на проектирование и строительство ЛЭП 10/0,4 кВ и ТП 10/0,4 кВ в рамках исполнения договоров технологического присоединения заявителей в ПО ЮЭС Лот №145 для нужд филиала ПАО «Россети Сибирь» - «Кузбассэнерго-РЭС»","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СИБИРЬ""","Системная интеграция, оргтехника","Красноярский край","22272404","22.3","29-05-2026","","smeta_software; psd","""сметная программа""; ""разработка ПСД""","documentation","https://www.tenderguru.ru/tender/84223316"
"0339100011626000024","21-04-2026","Благоустройство территории Калтанского СУВУ (устройство зоны отдыха, не относящееся к строительству, реконструкции и капитальному ремонту)","Федеральное государственное специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением ""Специальное профессиональное училище № 1 закрытого типа г. Калтана""","Строительство","Кемеровская область","22180000","22.2","28-04-2026","44","smeta_normative","""ГЭСН""","search","https://www.tenderguru.ru/tender/93779987"
"84237641","25-05-2026","Ремонт моста L=36,8 п.м., Г=7,0 м на км 44+793 автомобильной дороги Могойтуй - Боржигантай в Могойтуйском муниципальном округе Забайкальского края (00006350-ЭА)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЗАБАЙКАЛЬСКИЙ ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК""","Системная интеграция, оргтехника","Читинская область","22145241","22.1","05-06-2026","","smeta_service","""составление смет""","documentation","https://www.tenderguru.ru/tender/84237641"
"84237636","25-05-2026","Ремонт моста L=36,8 п.м., Г=7,0 м на км 44+793 автомобильной дороги Могойтуй - Боржигантай в Могойтуйском муниципальном округе Забайкальского края (00006350-ЭА)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЗАБАЙКАЛЬСКИЙ ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК""","Системная интеграция, оргтехника","Читинская область","22145241","22.1","05-06-2026","","psd","""проектно-сметная документация""","documentation","https://www.tenderguru.ru/tender/84237636"
"84237653","25-05-2026","Ремонт моста L=36,8 п.м., Г=7 м на км 6+557 автомобильной дороги подъезд к с. Челутай в Агинском муниципальном округе Забайкальского края (00006348-ЭА)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЗАБАЙКАЛЬСКИЙ ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК""","Системная интеграция, оргтехника","Читинская область","21980776","22.0","05-06-2026","","smeta_service","""составление смет""","documentation","https://www.tenderguru.ru/tender/84237653"
"84237648","25-05-2026","Ремонт моста L=36,8 п.м., Г=7 м на км 6+557 автомобильной дороги подъезд к с. Челутай в Агинском муниципальном округе Забайкальского края (00006348-ЭА)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЗАБАЙКАЛЬСКИЙ ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК""","Системная интеграция, оргтехника","Читинская область","21980776","22.0","05-06-2026","","psd","""проектно-сметная документация""","documentation","https://www.tenderguru.ru/tender/84237648"
"0339100011626000023","21-04-2026","Выполнение работ по благоустройству территории Калтанского СУВУ, включающие устройство стадиона, (не относящееся к строительству, реконструкции и капитальному ремонту)","Федеральное государственное специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением ""Специальное профессиональное училище № 1 закрытого типа г. Калтана""","Хозяйственные товары","Кемеровская область","21908939","21.9","28-04-2026","44","smeta_normative","""ГЭСН""","search","https://www.tenderguru.ru/tender/93779954"
"200200000022600030","27-01-2026","Электронный аукцион на оказание услуг или выполнение работ по капитальному ремонту общего имущества в многоквартирном доме","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД КАПИТАЛЬНОГО РЕМОНТА ОБЩЕГО ИМУЩЕСТВА В МНОГОКВАРТИРНЫХ ДОМАХ В РЕСПУБЛИКЕ БУРЯТИЯ""","Строительство","Башкортостан","21836377","21.8","05-02-2026","223","smeta_control","""экспертиза сметной стоимости""","search","https://www.tenderguru.ru/tender/91703484"
"0339100011626000022","16-04-2026","Благоустройство территории Калтанского СУВУ (устройство зоны отдыха, не относящееся к строительству, реконструкции и капитальному ремонту)","Федеральное государственное специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением ""Специальное профессиональное училище № 1 закрытого типа г. Калтана""","Строительство","Кемеровская область","21180000","21.2","23-04-2026","44","smeta_normative","""ГЭСН""","search","https://www.tenderguru.ru/tender/93675481"
"0172200004326000102","27-05-2026","Выполнение работ по ремонту спортивных площадок по адресам: Санкт-Петербург, ул. Бутлерова, участок 5, (западнее дома 32, литера А по улице Бутлерова); Санкт-Петербург, Полюстровский пр., участок 5 (севернее д. 19, корп. 2 по Полюстровскому пр.)","Администрация Калининского района Санкт-Петербурга","Строительство","Санкт-Петербург","21103014","21.1","11-06-2026","44","smeta_service","""сметная документация""","search","https://www.tenderguru.ru/tender/94583581"
"204550000012600146","20-04-2026","Электронный аукцион на оказание услуг или выполнение работ по капитальному ремонту общего имущества в многоквартирном доме","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД КАПИТАЛЬНОГО РЕМОНТА МНОГОКВАРТИРНЫХ ДОМОВ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""","Строительство","Ленинградская область","20998177","21.0","27-04-2026","223","psd","""проектно-сметная документация""","search","https://www.tenderguru.ru/tender/93768310"
"0373100101226000004","22-05-2026","Выполнение работ по корректировке проектно сметной документации, включая прохождение государственной экспертизы в части проверки достоверности определения сметной стоимости, для проведения аварийно восстановительных работ по капитальному ремонту кровли и помещений административного здания по адресу: г. Тверь, ул. Вагжанова, д.7, корп. 1, с последующим проведением работ по капитальному ремонту кровли и помещений указанного административного здания","Государственная инспекция труда в городе Москве","Строительство","Москва","20694600","20.7","01-06-2026","44","psd","""проектно-сметная документация""","search","https://www.tenderguru.ru/tender/94512159"
"32615993141","08-05-2026","Выполнение работ по проведению капитального ремонта отопления в здании учебного корпуса и мастерских Подтесовского филиала КГАПОУ «Красноярский техникум транспорта и сервиса», по адресу: Красноярский край, Енисейский район, пгт. Подтёсово, ул. Калинина, д.5","КРАЕВОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КРАСНОЯРСКИЙ ТЕХНИКУМ ТРАНСПОРТА И СЕРВИСА""","Строительство","Красноярский край","20660660","20.7","25-05-2026","223","smeta_normative","""ГЭСН""","search","https://www.tenderguru.ru/tender/94202109"
"84237371","25-05-2026","ПИР СМР Реконструкция ВЛ-0,4 кВ, Дзержинский район, общей протяженностью 3,96 км для нужд Филиала ПАО «Россети Центр и Приволжье» - «Калугаэнерго»","ФИЛИАЛ ПАО ""РОССЕТИ ЦЕНТР И ПРИВОЛЖЬЕ""-""КАЛУГАЭНЕРГО""","Системная интеграция, оргтехника","Калужская область","20491925","20.5","28-05-2026","","smeta_software; psd","""Гранд-Смета""; ""Гранд Смета""; ""проектно-сметная документация""; ""разработка ПСД""","documentation","https://www.tenderguru.ru/tender/84237371"
"92928551","18-03-2026","Выполнение комплекса работ на ремонт гардеробной 1-го этажа здания ЛБК цеха Т-2 (оси Б-В-Г/2-14)","ПАО «Трубная Металлургическая Компания» АО «Таганрогский металлургический завод»","Строительство","Ростовская область","20265000","20.3","","","smeta_normative","""ФЕРы""","search","https://www.tenderguru.ru/tender/92928551"
"84237298","25-05-2026","Выполнение работ по реализации проекта ""Территория памяти- Благоустройство сквера Победы в пгт Палана (городской округ «посёлок Палана»), Камчатскийкрай- победителя Всероссийского конкурса лучших проектов создания комфортной городскойсреды, на территории субъектов Российской Федерации, входящих в состав Дальневосточногофедерального округа""","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР КУЛЬТУРЫ И ДОСУГА ГОРОДСКОГО ОКРУГА ""ПОСЕЛОК ПАЛАНА""","Системная интеграция, оргтехника","Камчатская область","20020406","20.0","02-06-2026","","psd","""проектно-сметная документация""","documentation","https://www.tenderguru.ru/tender/84237298"
"84237299","25-05-2026","Выполнение работ по реализации проекта ""Территория памяти- Благоустройство сквера Победы в пгт Палана (городской округ «посёлок Палана»), Камчатскийкрай- победителя Всероссийского конкурса лучших проектов создания комфортной городскойсреды, на территории субъектов Российской Федерации, входящих в состав Дальневосточногофедерального округа""","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР КУЛЬТУРЫ И ДОСУГА ГОРОДСКОГО ОКРУГА ""ПОСЕЛОК ПАЛАНА""","Системная интеграция, оргтехника","Камчатская область","20020406","20.0","02-06-2026","","psd","""проектно-сметная документация""","documentation","https://www.tenderguru.ru/tender/84237299"
"83957035","15-05-2026","Капитальный ремонт наружной системы водоотведения и благоустройство административного здания, расположенного по адресу: г. Магадан, ул. Горького, д.6","МАГАДАНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК МАГАДАНСКОЙ ОБЛАСТИ""","Системная интеграция, оргтехника","Магаданская область","19934030","19.9","27-05-2026","","smeta_control","""экспертиза сметной стоимости""","documentation","https://www.tenderguru.ru/tender/83957035"
"204550000012600166","01-05-2026","Электронный аукцион на оказание услуг или выполнение работ по капитальному ремонту общего имущества в многоквартирном доме","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД КАПИТАЛЬНОГО РЕМОНТА МНОГОКВАРТИРНЫХ ДОМОВ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""","Строительство","Ленинградская область","19917776","19.9","14-05-2026","223","psd","""проектно-сметная документация""","search","https://www.tenderguru.ru/tender/94068431"
"84237743","25-05-2026","Выполнение работ по содержанию автодорог с асфальтобетонным покрытием п.ст. Ясная","АДМИНИСТРАЦИЯ ОЛОВЯННИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЗАБАЙКАЛЬСКОГО КРАЯ","Системная интеграция, оргтехника","Читинская область","19825263","19.8","01-06-2026","","smeta_normative","""ценообразование в строительстве""","documentation","https://www.tenderguru.ru/tender/84237743"
"84098050","21-05-2026","Выполнение работ по техническому обслуживанию систем оповещения на объектах АО ""ТЭК СПб""","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА ПО СТРОИТЕЛЬСТВУ И КАПИТАЛЬНОМУ РЕМОНТУ ОБЪЕКТОВ ИНЖЕНЕРНО-ЭНЕРГЕТИЧЕСКОГО КОМПЛЕКСА""","Системная интеграция, оргтехника","Санкт-Петербург","19397048","19.4","02-06-2026","","smeta_control","""проверка смет""","documentation","https://www.tenderguru.ru/tender/84098050"
"84183676","21-05-2026","Выполнение работ по техническому обслуживанию систем оповещения на объектах АО ""ТЭК СПб""","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА ПО СТРОИТЕЛЬСТВУ И КАПИТАЛЬНОМУ РЕМОНТУ ОБЪЕКТОВ ИНЖЕНЕРНО-ЭНЕРГЕТИЧЕСКОГО КОМПЛЕКСА""","Системная интеграция, оргтехника","Санкт-Петербург","19397048","19.4","02-06-2026","","smeta_control","""проверка смет""","documentation","https://www.tenderguru.ru/tender/84183676"
"84149176","22-05-2026","Право заключения договора на выполнение комплекса проектно-изыскательских работ по объекту предприятия Сочинские электрические сети ПАО «Россети Юг» -«Кубаньэнерго»:«Строительство РТП-10/0,4 кВ, строительство ТП-10/0,4 кВ, строительство четырёх КЛ-10 кВ от двух линейных ячеек на разных секциях шин РУ-10 кВ ПС 110/10 кВ «Весёлое» для включения строящихся РТП-10/0,4 кВ и ТП-10/0,4 кВ для технологического присоединения к электрическим сетям филиала ПАО «Россети Юг»-«Кубаньэнерго» энергопринимающих устройств заявителя Образовательный фонд «Талант и успех» - ЭПУ земельного участка по адресу: 354340, Краснодарский край, г. Сочи, ф.т. Сириус, ул. Рекордов (к/н 23:49:0402041:4005)» (Стандартизированная ставка)","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЮГ""","Системная интеграция, оргтехника","Ростовская область","19193014","19.2","02-06-2026","","smeta_control","""проверка сметной""","documentation","https://www.tenderguru.ru/tender/84149176"
"84149182","22-05-2026","Право заключения договора на выполнение комплекса проектно-изыскательских работ по объекту предприятия Сочинские электрические сети ПАО «Россети Юг» -«Кубаньэнерго»:«Строительство РТП-10/0,4 кВ, строительство ТП-10/0,4 кВ, строительство четырёх КЛ-10 кВ от двух линейных ячеек на разных секциях шин РУ-10 кВ ПС 110/10 кВ «Весёлое» для включения строящихся РТП-10/0,4 кВ и ТП-10/0,4 кВ для технологического присоединения к электрическим сетям филиала ПАО «Россети Юг»-«Кубаньэнерго» энергопринимающих устройств заявителя Образовательный фонд «Талант и успех» - ЭПУ земельного участка по адресу: 354340, Краснодарский край, г. Сочи, ф.т. Сириус, ул. Рекордов (к/н 23:49:0402041:4005)» (Стандартизированная ставка)","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЮГ""","Системная интеграция, оргтехника","Ростовская область","19193014","19.2","02-06-2026","","smeta_control","""проверка сметной""","documentation","https://www.tenderguru.ru/tender/84149182"
"84155631","22-05-2026","Строительство канализационной сети от дома № 17 и дома № 25 по ул. Леонова для отвода бытовых сточных вод в центральный канализационный коллектор в г. Жердевка Жердевского муниципального округа Тамбовской области.","МИНИСТЕРСТВО ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ И ГОСУДАРСТВЕННОГО ЗАКАЗА ТАМБОВСКОЙ ОБЛАСТИ","Системная интеграция, оргтехника","Тамбовская область","18877460","18.9","08-06-2026","","smeta_control","""проверка сметной""","documentation","https://www.tenderguru.ru/tender/84155631"
"83883669","15-05-2026","Выполнение проектно-изыскательских работ по объекту: «Реконструкция тепловых сетей в квартале 32А Озера Долгого, от ЦТП по адресу: г. Санкт-Петербург, Стародеревенская ул., д. 26, лит. А, кор. 2»","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА ПО СТРОИТЕЛЬСТВУ И КАПИТАЛЬНОМУ РЕМОНТУ ОБЪЕКТОВ ИНЖЕНЕРНО-ЭНЕРГЕТИЧЕСКОГО КОМПЛЕКСА""","Системная интеграция, оргтехника","Санкт-Петербург","18774889","18.8","01-06-2026","","smeta_control","""проверка смет""","documentation","https://www.tenderguru.ru/tender/83883669"
"83915139","15-05-2026","Выполнение проектно-изыскательских работ по объекту: «Реконструкция тепловых сетей в квартале 32А Озера Долгого, от ЦТП по адресу: г. Санкт-Петербург, Стародеревенская ул., д. 26, лит. А, кор. 2»","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА ПО СТРОИТЕЛЬСТВУ И КАПИТАЛЬНОМУ РЕМОНТУ ОБЪЕКТОВ ИНЖЕНЕРНО-ЭНЕРГЕТИЧЕСКОГО КОМПЛЕКСА""","Системная интеграция, оргтехника","Санкт-Петербург","18774889","18.8","01-06-2026","","smeta_control","""проверка смет""","documentation","https://www.tenderguru.ru/tender/83915139"
"83949895","15-05-2026","Выполнение проектно-изыскательских работ по объекту: «Реконструкция тепловых сетей в квартале 32А Озера Долгого, от ЦТП по адресу: г. Санкт-Петербург, Стародеревенская ул., д. 26, лит. А, кор. 2»","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА ПО СТРОИТЕЛЬСТВУ И КАПИТАЛЬНОМУ РЕМОНТУ ОБЪЕКТОВ ИНЖЕНЕРНО-ЭНЕРГЕТИЧЕСКОГО КОМПЛЕКСА""","Системная интеграция, оргтехника","Санкт-Петербург","18774889","18.8","01-06-2026","","smeta_control","""проверка смет""","documentation","https://www.tenderguru.ru/tender/83949895"
"84149148","22-05-2026","Право заключения договора на выполнение комплекса проектно-изыскательских работ по объекту предприятия Сочинские электрические сети ПАО «Россети Юг» - «Кубаньэнерго»: «Строительство РТП-10/0,4 кВ, строительство ТП-10/0,4 кВ, строительство шести КЛ-10 кВ от двух линейных ячеек на разных секциях шин РУ-10 кВ ПС 110/10 кВ «Ледовый дворец» для включения строящихся РТП-10/0,4 кВ и ТП-10/0,4 кВ для технологического присоединения к электрическим сетям филиала ПАО «Россети Юг»-«Кубаньэнерго» энергопринимающих устройств заявителя Образовательный фонд «Талант и успех» - ЭПУ земельного участка по адресу: 354340, Краснодарский край, г. Сочи, ф.т. Сириус, пгт. Сириус, между ул. Воскресенская, Рекордов и проспектами Олимпийский, Континентальный (к/н 23:49:0402041:4010)» (Стандартизированная ставка)","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЮГ""","Системная интеграция, оргтехника","Ростовская область","18630079","18.6","01-06-2026","","smeta_control","""проверка сметной""","documentation","https://www.tenderguru.ru/tender/84149148"
"84158277","22-05-2026","Право заключения договора на выполнение комплекса проектно-изыскательских работ по объекту предприятия Сочинские электрические сети ПАО «Россети Юг» - «Кубаньэнерго»: «Строительство РТП-10/0,4 кВ, строительство ТП-10/0,4 кВ, строительство шести КЛ-10 кВ от двух линейных ячеек на разных секциях шин РУ-10 кВ ПС 110/10 кВ «Ледовый дворец» для включения строящихся РТП-10/0,4 кВ и ТП-10/0,4 кВ для технологического присоединения к электрическим сетям филиала ПАО «Россети Юг»-«Кубаньэнерго» энергопринимающих устройств заявителя Образовательный фонд «Талант и успех» - ЭПУ земельного участка по адресу: 354340, Краснодарский край, г. Сочи, ф.т. Сириус, пгт. Сириус, между ул. Воскресенская, Рекордов и проспектами Олимпийский, Континентальный (к/н 23:49:0402041:4010)» (Стандартизированная ставка)","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЮГ""","Системная интеграция, оргтехника","Ростовская область","18630079","18.6","01-06-2026","","smeta_control","""проверка сметной""","documentation","https://www.tenderguru.ru/tender/84158277"
