tender_num,classification,relevant,score,reason,domain_terms,ai_automation_terms,platform_terms,negative_terms,queries,groups,sources,fz,status,name,customer,price_rub,publish_date,deadline,tender_link
"32615696901","document_ai","yes","12","найдено в карточке/документах ЕИС; класс=document_ai; совпадения: распознавание документов","","распознавание документов","","","распознавание документов","custom","card; attached_file","223-ФЗ Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства","Закупка завершена","Оказание услуг по передаче неисключительных прав использования данных приложения 1С Распознавание документов для нужд АО «Киностудия им. М. Горького»","АКЦИОНЕРНОЕ ОБЩЕСТВО ""КИНОСТУДИЯ ДЕТСКИХ И ЮНОШЕСКИХ ФИЛЬМОВ ИМ. М. ГОРЬКОГО""","187500.00","11.02.2026","18.02.2026","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615696901"
