tender_id,lookup_id,lookup_tend_num,date,niche,classification,relevance_score,matched_terms,matched_queries,query_groups,sources,tender_name,customer,category,region,price,end_time,tender_link,tenderguru_link,doc_links_from_documentation_search
"0372100047626000120","94547217","0372100047626000120","25-05-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","Поставка программно-аппаратного комплекса, адаптированного для внедрения системы поддержки принятия врачебных решений в области отоларингологии на основе ИИ для анализа КТ-изображений внутреннего уха","Федеральное государственное бюджетное учреждение ""Санкт-Петербургский научно-исследовательский институт уха, горла, носа и речи"" Министерства здравоохранения и социального развития Российской Федерации","Системная интеграция, оргтехника","Санкт-Петербург","57140003","02-06-2026","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0372100047626000120","https://www.tenderguru.ru/tender/94547217",""
"0373200082126000210","94546269","0373200082126000210","25-05-2026","computer_vision","ai_core","9","компьютерное зрение","""компьютерное зрение""","computer_vision","search","Оказание услуг по разметке 3D объектов с видеокамер и датчиков компьютерного зрения (лидары) с целью обучения нейросетей","Государственное бюджетное учреждение города Москвы ""Музей ретро-автомобилей""","Системная интеграция, оргтехника","Москва","20000000","02-06-2026","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0373200082126000210","https://www.tenderguru.ru/tender/94546269",""
"94517974","94517974","","23-05-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","Право заключения договора на оказание услуг по реализации решения «системы искусственного интеллекта по распознаванию результатов металлографического контроля на АО ЧМЗ»","Росатом","Системная интеграция, оргтехника","Удмуртия","2461621","03-06-2026","-","https://www.tenderguru.ru/tender/94517974",""
"32616037287","","32616037287","22-05-2026","process_automation","automation_software","35","искусственный интеллект; машинное обучение; нейронная сеть; автоматизация процессов","""искусственный интеллект""; ""машинное обучение""; ""нейронная сеть""; ""автоматизация процессов""","ai_general; ml; process_automation","documentation","Приобретение права на использование в виде простой (неисключительной) лицензии на внедрённый программный комплекс «Робот Диспетчер ЖКХ» для автоматизации обработки обращений жителей и услуги круглосуточной технической поддержки в соответствии с SLA","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ""УФАВОДОКАНАЛ""","Транспорт","Алтай","8006000","05-06-2026","","https://www.tenderguru.ru/tender/84176935","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwOTMxODY5 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110931869 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwOTMxODY4 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110931868"
"811500001126000023","","811500001126000023","22-05-2026","process_automation","automation_software","22","машинное обучение; автоматизация бизнес-процессов; автоматизация процессов","""машинное обучение""; ""автоматизация бизнес-процессов""; ""автоматизация процессов""","ml; process_automation","documentation","Модернизация Единой информационной системы по учету и управлению государственным и муниципальным имуществом Республики Татарстан","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЦИФРОВОЙ ТРАНСФОРМАЦИИ РЕСПУБЛИКИ ТАТАРСТАН""","Транспорт","Татарстан","200000000","11-06-2026","","https://www.tenderguru.ru/tender/84154928","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1BRTI2RDhCNzI5Mjk0N0U2OTA3RDFFQUMyOEFGOTlGOA%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=AE26D8B7292947E6907D1EAC28AF99F8 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD0yMjIxOUM3MjU5REU0NzRFQTY3REE2MTg0RjhEQzkzRg%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=22219C7259DE474EA67DA6184F8DC93F | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1ERThENDM1NENFREM0MTFBQkRBNjI3RjkzOUQwMUY2NQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=DE8D4354CEDC411ABDA627F939D01F65"
"32616035986","","32616035986","22-05-2026","ai_general","ai_core","21","искусственный интеллект; машинное обучение","""искусственный интеллект""; ""машинное обучение""","ai_general; ml","documentation","Оказание услуг по предоставлению доступа к базе данных резюме с возможностью просмотра контактной информации соискателя с использованием API и публикациями вакансий","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ТЕЛЕКОММУНИКАЦИЙ И ИНФОРМАТИКИ""","Транспорт","Новосибирская область","316649","29-05-2026","","https://www.tenderguru.ru/tender/84193692","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwOTIzMjc0 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110923274"
"32616037977","","32616037977","22-05-2026","ai_general","ai_core","21","искусственный интеллект; машинное обучение","""искусственный интеллект""; ""машинное обучение""","ai_general; ml","documentation","Поставка медицинских изделий с принадлежностями для нужд Центра, ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия, и специалистов, осуществляющих техническое обслуживание медицинских изделий","АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК-АВТОМАТИЗИРОВАННАЯ СИСТЕМА ТОРГОВ""","Транспорт","Москва","33610000","08-06-2026","","https://www.tenderguru.ru/tender/84195156","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwOTM2MDA1 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110936005"
"0848300045426000402","94506847","0848300045426000402","22-05-2026","analytics","ai_core","20","искусственный интеллект; технологии искусственного интеллекта","""искусственный интеллект""; ""технологии искусственного интеллекта""","ai_general","search","Оказание услуг по сбору, обработке, контент-анализу информации и сопровождению модулей информационно-аналитической системы с использованием технологий искусственного интеллекта для нужд МКУ «Муниципальный центр управления регионом Одинцовского городского округа Московской области» в 2026 году (второе полугодие)","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР МУНИЦИПАЛЬНЫХ ЗАКУПОК ОДИНЦОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА МОСКОВСКОЙ ОБЛАСТИ""","Системная интеграция, оргтехника","Московская область","8768833","01-06-2026","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0848300045426000402","https://www.tenderguru.ru/tender/94506847",""
"0345100003326000071","94511664","0345100003326000071","22-05-2026","computer_vision","ai_core","19","искусственный интеллект; нейронная сеть","""искусственный интеллект""; ""нейронная сеть""","ai_general; ml","search","Поставка оборудования для системы телевизионного наблюдения (СТН)","Учреждение Российской академии наук Петербургский институт ядерной физики им.Б.П.Константинова РАН","Системная интеграция, оргтехника","Ленинградская область","1100471","02-06-2026","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0345100003326000071","https://www.tenderguru.ru/tender/94511664",""
"32616036607","","32616036607","22-05-2026","process_automation","automation_software","16","rpa; роботизация бизнес-процессов","""роботизация бизнес-процессов""; RPA","process_automation","documentation","Конкурс в электронной форме участниками которого могут быть только субъекты малого и среднего предпринимательства на право заключения договора на выполнение работ по развитию и сопровождению роботизированных процессов на базе платформы PIX в 2026-2029 годах","АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСВОДОКАНАЛ""","Транспорт","Москва","","01-06-2026","","https://www.tenderguru.ru/tender/84194701","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwOTI3NDI2 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110927426 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwOTI3NDMz | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110927433"
"94452255","94452255","","21-05-2026","llm_assistant","ai_core","28","искусственный интеллект; большой языковой модели; интеллектуальный помощник","""искусственный интеллект""; ""интеллектуальный помощник""","ai_general; llm_assistant","search","Право заключения договора на выполнение работ по созданию системы «Интеллектуальный помощник» с использованием искусственного интеллекта, в том числе большой языковой модели.","ОАО ""ФСК ЕЭС""","Системная интеграция, оргтехника","Москва","99294797","05-06-2026","https://www.rts-tender.ru/poisk/id/l32616028314-1/","https://www.tenderguru.ru/tender/94452255",""
"851200000626003499","","851200000626003499","21-05-2026","analytics","ai_core","22","искусственный интеллект; технологии искусственного интеллекта","""искусственный интеллект""; ""технологии искусственного интеллекта""","ai_general","documentation","Оказание услуг по технической поддержке компонента Единой государственной информационной системы в сфере здравоохранения Новосибирской области информационной системы «Региональная система мониторинга движения лекарственных препаратов»","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ КОНТРАКТНОЙ СИСТЕМЫ""","Транспорт","Новосибирская область","7699867","11-06-2026","","https://www.tenderguru.ru/tender/84136495","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1ERTYzOUM0QTM2Rjg0QjEyQkEzOEQ2RjIxRTQyOUMxNw%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=DE639C4A36F84B12BA38D6F21E429C17 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1DMTBEQzExN0M1Qjc0Q0IwOUZEMkFCRTVCOTVBRkUyOQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=C10DC117C5B74CB09FD2ABE5B95AFE29"
"360100030526000746","","360100030526000746","21-05-2026","ai_general","ai_core","22","искусственный интеллект; технологии искусственного интеллекта","""искусственный интеллект""; ""технологии искусственного интеллекта""","ai_general","documentation","Оказание услуг по внедрению виртуальной АТС","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САРАТОВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ В.И.РАЗУМОВСКОГО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКО","Транспорт","Саратовская область","62835","04-06-2026","","https://www.tenderguru.ru/tender/84159850","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1FRjc2RkIwQjBEM0I0ODcyQTA5QTJCQTkzNDBGMzFGQQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=EF76FB0B0D3B4872A09A2BA9340F31FA"
"816500000626008791","","816500000626008791","21-05-2026","ai_general","ai_core","20","машинное обучение; нейросеть","""машинное обучение""; нейросеть","ml","documentation","Оказание услуг по предоставлению права использования программного обеспечения для организации системы сбора, хранения, обработки, анализа, моделирования и визуализации данных","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""","Транспорт","Саха (Якутия)","1676500","02-06-2026","","https://www.tenderguru.ru/tender/84133616","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD01QTk3OEVDQzAwQzg0MDNDQTBBM0FDNzk2NjlBNTM1Mw%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=5A978ECC00C8403CA0A3AC79669A5353"
"rq_0372100003426000793","94474229","rq_0372100003426000793","21-05-2026","aiot","ai_core","18","нейронная сеть; aiot","""нейронная сеть""","ml","search","Запрос цены. Выполнение работ по разработке рабочего проекта (РП) программного обеспечения для защиты от атак на интеллектуальные системы AIoT-платформы и модификации моделей искусственных нейронных сетей, обучаемых с помощью алгоритмов, разработанных в 2024 г. в Центре ИИ.","Федеральное государственное образовательное учреждение высшего профессионального образования ""Санкт-Петербургский государственный университет""","Системная интеграция, оргтехника","Санкт-Петербург","","","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=rq_0372100003426000793","https://www.tenderguru.ru/tender/94474229",""
"32616033240","","32616033240","21-05-2026","process_automation","automation_software","17","искусственный интеллект; автоматизация процессов","""искусственный интеллект""; ""автоматизация процессов""","ai_general; process_automation","documentation","Оказание услуг по содействию Заказчику в формировании и поддержании положительного имиджа в информационном пространстве","МОСКОВСКИЙ ФОНД РЕНОВАЦИИ ЖИЛОЙ ЗАСТРОЙКИ","Транспорт","Москва","18507150","08-06-2026","","https://www.tenderguru.ru/tender/84108418","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwOTAyNzE2 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110902716 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwOTAyNzE5 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110902719"
"rq_0373100124926000115","94473149","rq_0373100124926000115","21-05-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","Запрос цены. Закупка вычислительных узлов","федеральное государственное бюджетное учреждение ""Главный центр связи и защиты информации Министерства внутренних дел Российской Федерации""","Системная интеграция, оргтехника","Москва","","","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=rq_0373100124926000115","https://www.tenderguru.ru/tender/94473149",""
"32616028314","94446832","32616028314","20-05-2026","llm_assistant","ai_core","49","искусственный интеллект; технологии искусственного интеллекта; нейронная сеть; большой языковой модели; интеллектуальный помощник","""искусственный интеллект""; ""технологии искусственного интеллекта""; ""нейронная сеть""; ""интеллектуальный помощник""; ""большой языковой модели""","ai_general; ml; llm_assistant","search; documentation","Право заключения договора на выполнение работ по созданию системы «Интеллектуальный помощник» с использованием искусственного интеллекта, в том числе большой языковой модели.","АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЦЕНТР ЗАКУПОК""","Транспорт","Москва","99294797","05-06-2026","http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32616028314","https://www.tenderguru.ru/tender/84053311","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODY5MjE4 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110869218 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODY5MjE5 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110869219 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODY5MjE0 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110869214 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODY5MjE1 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110869215 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODY5MjE3 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110869217"
"301300279326000054","","301300279326000054","20-05-2026","ai_general","ai_core","21","искусственный интеллект; машинное обучение","""искусственный интеллект""; ""машинное обучение""","ai_general; ml","documentation","Оказание услуг по предоставлению неисключительного право на использование доступа к цифровому корпоративному порталу как облачной SaaS-услуги для автоматизации внутренних процессов медицинской организации","","Транспорт","Башкортостан","420000","28-05-2026","","https://www.tenderguru.ru/tender/84213403","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1BQ0I5QzA3RjFGQzI0MkU2OTZBQTNCODhBMUNFMkExRg%3D%3D/docs/84213403 | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=ACB9C07F1FC242E696AA3B88A1CE2A1F"
"rq_0372100047626000201","94421541","rq_0372100047626000201","20-05-2026","custom_software","automation_software","20","искусственный интеллект; технологии искусственного интеллекта","""искусственный интеллект""; ""технологии искусственного интеллекта""","ai_general","search","Запрос цены. Выполнение работ по созданию Комплекса инструментов для автоматизированной системы «Интеграционная платформа для анализа компьютерной томографии и магнитно-резонансной томографии в оториноларингологии с использованием технологий искусственного интеллекта»","Федеральное государственное бюджетное учреждение ""Санкт-Петербургский научно-исследовательский институт уха, горла, носа и речи"" Министерства здравоохранения и социального развития Российской Федерации","Системная интеграция, оргтехника","Санкт-Петербург","","","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=rq_0372100047626000201","https://www.tenderguru.ru/tender/94421541",""
"rq_0373100127226000056","94420974","rq_0373100127226000056","20-05-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","Запрос цены. Поставка вычислительных узлов на базе ускорителей вычислительных операций в области искусственного интеллекта для ФЦОД МВД России","федеральное казенное учреждение ""Главный информационно-аналитический центр Министерства внутренних дел Российской Федерации""","Системная интеграция, оргтехника","Москва","","","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=rq_0373100127226000056","https://www.tenderguru.ru/tender/94420974",""
"0846500000626000337","94431689","0846500000626000337","20-05-2026","ai_general","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","Работы по модернизации информационно-аналитического портала Правительства Липецкой области","ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО РАЗМЕЩЕНИЮ ГОСЗАКАЗА ЛИПЕЦКОЙ ОБЛАСТИ""","Системная интеграция, оргтехника","Липецкая область","15000000","28-05-2026","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0846500000626000337","https://www.tenderguru.ru/tender/94431689",""
"94441024","94441024","","20-05-2026","computer_vision","ai_core","10","искусственный интеллект","""искусственный интеллект""","ai_general","search","СБОР КП Внедрение искусственного интеллекта в систему видеонаблюдения для обнаружения возгорания/задымления","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛМА""","Системная интеграция, оргтехника","Москва","","29-05-2026","https://bidzaar.com/process/light/019e4469-e99d-7210-b484-d0c177578818","https://www.tenderguru.ru/tender/94441024",""
"32616023315","","32616023315","19-05-2026","llm_assistant","ai_core","44","искусственный интеллект; машинное обучение; нейронная сеть; большой языковой модели; автоматизация процессов","""искусственный интеллект""; ""машинное обучение""; ""нейронная сеть""; ""автоматизация процессов""; ""большой языковой модели""","ai_general; ml; process_automation; llm_assistant","documentation","Оказание услуг по созданию подсистемы интеллектуального речевого взаимодействия государственной информационной системы в сфере здравоохранения Республики Мордовия","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ МОРДОВИЯ ""МЕДИЦИНСКИЙ ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР""","Транспорт","Мордовия","7500000","27-05-2026","","https://www.tenderguru.ru/tender/84070770","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwOTI1MjAy | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110925202 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODM1MzE3 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110835317 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODY5MDU1 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110869055 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODM1MzIw | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110835320 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODY5MDU4 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110869058"
"32616019750","","32616019750","19-05-2026","ai_general","ai_core","21","искусственный интеллект; машинное обучение","""искусственный интеллект""; ""машинное обучение""","ai_general; ml","documentation","Оказание услуг по предоставлению доступа к базе данных резюме с возможностью просмотра контактной информации соискателя с использованием API и публикациями вакансий","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ НАУЧНО-КЛИНИЧЕСКИЙ ЦЕНТР СПЕЦИАЛИЗИРОВАННЫХ ВИДОВ МЕДИЦИНСКОЙ ПОМОЩИ И МЕДИЦИНСКИХ ТЕХНОЛОГИЙ ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА","Транспорт","Москва","1700228","27-05-2026","","https://www.tenderguru.ru/tender/84108180","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODk1NDk0 | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110895494 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODExODQw | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110811840 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODExODQy | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110811842 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS8yMjMvcHVyY2hhc2UvcHVibGljL2Rvd25sb2FkL2Rvd25sb2FkLmh0bWw%2FaWQ9MTEwODk1NDkw | https://zakupki.gov.ru/223/purchase/public/download/download.html?id=110895490"
"0101500000326000125","94403543","0101500000326000125","19-05-2026","computer_vision","ai_core","8","распознавание изображений","""распознавание изображений""","computer_vision","search","Оказание услуг по содержанию системы автоматической фотовидеофиксации нарушений правил дорожного движения и распознавания изображения регистрационных знаков транспортных средств","ГОСУДАРСТВЕННЫЙ КОМИТЕТ РЕСПУБЛИКИ БАШКОРТОСТАН ПО МОНИТОРИНГУ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ","Системная интеграция, оргтехника","Башкортостан","178060439","04-06-2026","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0101500000326000125","https://www.tenderguru.ru/tender/94403543",""
"rq_0190200000326000005","94386525","rq_0190200000326000005","19-05-2026","analytics","ai_core","8","предиктивная аналитика","""предиктивная аналитика""","analytics","search","Запрос цены. Выполнение работ по модернизации сервиса предиктивной аналитики: переход к мультиагентной архитектуре и внедрение ИИ-технологий при сохранении текущего стека","Департамент государственного заказа и торговли Ямало-Ненецкого автономного округа","Системная интеграция, оргтехника","Ямало-Ненецкий АО","","","http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=rq_0190200000326000005","https://www.tenderguru.ru/tender/94386525",""
